WUSTLID,White,Black,Asian,Education,Income,Ideology,Female,GOP,Democrat,Age2016,HowManyKids,FT.Communists,InterviewDuration,LookedAtEclipse,StolenStreetSign,StealShampoo,BeesOrBear,RunOutOfGas,weights
1053309,1,0,0,12,4,2,1,0,1,51,0,0,10,0,0,1,0,0,0.11
1053312,1,0,0,15,4,5,0,0,0,63,0,20,22,0,0,1,,0,0.07
1053317,1,0,0,13,8,2,1,0,1,66,0,50,6490,1,1,1,1,0,0.23
1053318,1,0,0,10,3,8,0,0,1,22,0,50,4,0,0,1,1,0,2.46
1053319,1,0,0,13,5,6,0,0,0,70,0,0,17,1,0,1,1,0,0.17
1053320,0,1,0,10,10,4,1,0,1,58,1,0,25,0,0,0,,0,0.76
1053321,1,0,0,10,5,4,1,0,1,48,1,50,77,0,,1,,0,0.06
1053324,1,0,0,15,13,,0,0,0,64,1,0,24,0,0,1,1,0,0.27
1053572,1,0,0,4,2,6,1,0,0,35,2,,,1,0,0,,0,7.38
1053573,1,0,0,12,4,3,0,0,1,36,0,40,6529,0,0,1,0,0,0.28
1053574,1,0,0,12,6,7,0,0,0,75,0,0,36,0,0,1,0,0,0.25
1053577,0,0,0,8,1,2,0,0,1,52,0,0,30,0,0,1,,0,7.38
1053578,1,0,0,12,6,5,1,0,1,73,0,50,25,1,0,1,1,0,0.2
1053579,1,0,0,13,9,2,0,0,1,79,0,50,23,0,0,1,0,0,0.14
1053580,0,1,0,13,14,1,0,0,1,73,0,0,45,0,0,0,,0,1.11
1053581,0,0,0,9,3,6,1,1,0,71,0,0,106,1,0,1,,0,3.77
1053731,0,0,0,10,7,6,0,0,1,54,0,20,37,0,0,0,,0,0.51
1053732,0,0,0,9,2,8,0,0,0,33,0,50,20,1,0,0,0,0,0.38
1053733,1,0,0,15,13,1,0,0,1,48,2,90,30,0,0,1,0,0,0.32
1053735,0,1,0,12,5,4,0,0,1,46,0,0,8527,0,0,1,,0,0.41
1053736,1,0,0,10,4,6,0,0,0,72,0,0,47,0,0,1,,0,0.13
1053737,1,0,0,10,8,4,0,0,0,50,0,0,36,0,0,1,,0,0.32
1053739,0,1,0,12,5,2,1,0,0,63,0,10,22600,0,0,1,,0,0.85
1053740,1,0,0,9,3,5,0,0,0,38,0,30,40,1,0,0,1,0,0.62
1053741,1,0,0,14,3,2,1,0,1,71,0,50,42,0,0,1,1,0,0.31
1054047,1,0,0,12,10,6,1,1,0,38,2,10,5741,,0,1,,0,0.3
1054050,1,0,0,10,4,4,0,0,0,69,0,0,40,1,0,0,0,0,0.06
1054051,1,0,0,11,7,6,0,1,0,50,1,30,34,0,0,1,0,0,0.51
1054055,1,0,0,13,11,2,0,0,1,73,0,20,32,0,0,1,,0,0.25
1054059,0,0,0,15,11,4,1,0,0,40,2,50,12,1,0,1,0,0,1.23
1054062,1,0,0,9,5,5,0,0,0,47,2,10,52,0,0,1,1,0,1.01
1054067,1,0,0,11,11,6,0,1,0,78,0,10,94,0,0,1,,0,1.02
1054071,0,0,0,13,2,8,0,0,1,61,0,0,21,0,0,1,,0,0.26
1054072,1,0,0,13,11,8,1,0,0,47,2,30,19740,0,0,1,0,0,0.98
1054076,1,0,0,10,4,2,0,0,0,73,0,0,25,0,0,1,0,0,0.25
1054077,1,0,0,9,8,5,1,1,0,44,0,10,20,1,0,1,0,0,1.44
1054078,1,0,0,9,5,8,1,0,0,22,1,30,18,,,0,,0,1.22
1054079,1,0,0,10,2,6,0,1,0,43,0,30,25,0,0,0,1,0,0.28
1054081,1,0,0,11,5,4,1,0,0,63,0,0,26,0,0,1,,0,0.35
1054082,1,0,0,13,13,6,1,1,0,77,0,0,21,0,0,0,,0,0.66
1054085,1,0,0,12,1,6,1,0,1,,0,0,62,0,0,1,,0,0.11
1054088,0,0,1,10,3,,0,0,1,70,0,0,1738,1,0,0,0,0,0.09
1054090,1,0,0,10,1,2,0,0,1,84,0,0,35,0,0,1,0,0,0.08
1054377,0,0,0,5,1,2,1,0,1,34,3,20,4076,0,1,,,0,0.72
1054379,1,0,0,12,1,3,1,0,1,25,0,30,24,1,1,1,0,0,0.92
1054385,1,0,0,12,9,3,1,0,0,35,0,50,30,0,0,1,1,0,0.73
1054386,1,0,0,15,5,3,0,0,0,72,0,50,28,1,0,1,,0,0.41
1054517,1,0,0,13,16,6,0,1,0,54,0,20,177,1,0,1,1,0,0.9
1054518,1,0,0,13,11,4,0,0,0,31,1,10,47,,0,,1,0,3.44
1054846,1,0,0,12,6,6,0,1,0,28,1,20,14,0,0,1,0,0,1.17
1054848,1,0,0,8,4,8,1,0,1,71,0,0,38,,0,1,,0,2.68
1054849,1,0,0,13,11,2,1,0,1,33,1,50,15,0,0,1,1,0,1.44
1054851,1,0,0,10,3,6,0,0,0,74,0,0,39,0,0,1,,0,0.2
1054966,1,0,0,12,5,2,1,0,1,70,0,50,57,1,0,1,0,0,2.33
1054968,1,0,0,14,7,3,1,0,1,66,0,10,29,0,0,1,,0,0.93
1054970,1,0,0,12,6,1,0,0,1,72,0,60,20,0,1,1,0,0,0.25
1054972,1,0,0,9,3,6,1,1,0,60,0,0,32,0,0,1,1,0,0.97
1054973,1,0,0,10,5,6,1,0,0,67,0,0,1361,0,0,1,0,0,0.47
1054976,1,0,0,12,7,3,0,0,0,72,0,0,25,0,0,1,1,1,0.13
1054978,1,0,0,10,4,6,1,0,1,84,0,0,66,0,0,1,1,0,0.23
1055064,0,0,0,12,6,2,0,0,0,25,0,60,10,0,0,0,1,0,2.98
1055065,1,0,0,10,6,5,0,0,1,69,0,0,46,1,0,1,0,0,7.38
1055070,1,0,0,9,3,4,0,1,0,72,0,0,65,0,0,0,1,0,1.33
1055627,0,0,0,12,6,3,1,0,0,,0,0,47,0,0,1,0,0,0.18
1055628,1,0,0,9,6,3,1,0,1,59,0,10,42,0,0,1,,0,1.79
1055630,1,0,0,9,3,8,1,0,0,81,0,0,81,0,0,1,,0,1.33
1056052,0,0,0,15,6,5,0,0,0,48,2,0,39,0,0,0,0,0,1.2
1056055,1,0,0,11,3,6,1,0,1,57,1,0,55,1,0,1,,0,0.58
1056058,1,0,0,12,1,4,0,0,0,68,0,30,34,0,0,1,0,0,0.28
1056260,1,0,0,9,7,6,1,1,0,70,0,0,28,0,0,1,0,0,0.99
1056261,1,0,0,14,6,1,0,0,1,73,0,10,18,0,0,1,0,0,0.14
1056262,1,0,0,12,10,6,0,0,1,64,0,0,19,0,0,1,0,0,0.39
1056263,1,0,0,10,6,5,0,0,0,68,0,50,60,1,0,1,1,0,0.14
1056267,1,0,0,13,1,2,0,0,1,64,0,20,28815,0,0,1,,0,0.06
1056270,1,0,0,12,3,3,1,0,1,76,0,30,25,0,0,1,,0,0.06
1056272,1,0,0,15,11,1,0,0,1,61,0,50,31,0,0,1,,0,0.66
1056275,1,0,0,12,2,2,1,0,1,70,0,50,25957,1,0,1,,0,1.82
1056276,1,0,0,10,3,8,1,0,0,72,0,30,8877,0,0,1,,0,0.1
1056277,1,0,0,12,8,4,1,0,0,42,2,40,21,0,0,1,,0,1.68
1056278,1,0,0,12,7,4,0,0,0,52,0,0,29,0,0,1,,0,0.9
1056501,1,0,0,11,12,1,0,0,1,58,0,50,20,1,0,1,,0,1.18
1056502,0,1,0,9,5,1,0,0,1,56,0,0,32,1,0,0,,0,0.57
1056503,0,1,0,13,11,5,1,0,1,62,0,10,51,0,0,1,0,0,0.83
1056504,1,0,0,10,6,8,0,0,0,79,0,30,45,0,0,1,,0,0.46
1056505,0,1,0,13,5,1,1,0,0,38,0,50,29291,0,0,1,0,0,0.76
1056507,0,1,0,9,8,3,1,0,1,50,1,10,410,0,0,1,0,0,7.38
1056508,0,1,0,5,1,7,1,0,0,47,1,0,35,0,0,0,,0,7.38
1056684,1,0,0,10,10,7,1,1,0,63,0,10,22,0,0,1,,0,1.27
1056687,1,0,0,12,13,6,0,1,0,38,1,50,87,1,1,1,1,0,1.3
1056692,1,0,0,9,4,5,0,1,0,71,0,0,24,0,0,1,,0,0.46
1056693,1,0,0,10,2,6,1,0,0,59,0,0,147,0,0,1,,0,1.67
1056694,1,0,0,12,4,7,0,1,0,36,4,20,64,1,0,1,0,0,0.82
1056695,1,0,0,13,8,3,1,0,1,84,0,50,29,1,0,1,0,0,0.22
1056703,1,0,0,10,4,3,1,0,1,32,2,40,25,0,0,0,0,0,0.53
1056704,1,0,0,12,7,1,0,0,0,66,0,50,16,0,0,1,,0,0.21
1056708,1,0,0,13,14,6,0,1,0,61,0,0,49,0,0,1,0,0,0.69
1056711,1,0,0,13,11,3,0,0,1,72,0,0,41,0,0,1,,0,0.49
1056714,1,0,0,12,11,7,0,0,0,69,0,0,37,0,0,1,0,0,0.47
1056715,1,0,0,10,6,2,1,0,1,66,0,50,85,0,0,1,0,0,0.42
1057515,1,0,0,12,2,4,0,0,1,58,0,40,19,0,0,0,0,0,0.1
1057520,1,0,0,11,9,4,0,0,1,52,0,40,12,1,1,1,1,0,0.3
1057521,1,0,0,15,10,4,0,1,0,85,0,20,61,0,0,0,0,0,0.21
1057522,1,0,0,14,8,7,1,1,0,39,2,50,28,0,0,1,,0,1.23
1057523,0,0,0,13,7,5,1,0,1,45,0,,,1,0,1,,0,0.42
1057524,1,0,0,12,12,4,0,1,0,68,0,20,22,0,0,1,0,0,0.73
1057533,1,0,0,10,8,2,0,0,1,68,0,0,50,0,0,1,,0,0.69
1057534,1,0,0,9,7,6,0,1,0,,0,0,45,0,0,1,,0,0.87
1057538,1,0,0,10,3,3,0,0,0,61,0,40,29,1,0,1,,0,0.2
1057539,1,0,0,10,5,5,1,0,0,44,2,0,18675,0,0,1,0,0,0.49
1057545,1,0,0,14,8,8,0,0,1,52,1,100,25,0,0,1,0,0,0.84
1057547,1,0,0,15,,3,1,0,1,72,0,0,15,0,0,1,0,0,0.1
1057548,1,0,0,12,7,6,0,1,0,51,0,0,21,1,1,1,1,0,0.1
1057549,1,0,0,10,6,6,1,0,0,59,0,0,39,0,0,1,,0,0.45
1057551,1,0,0,13,7,2,1,0,1,70,0,50,20,1,0,1,0,0,0.69
1058161,1,0,0,13,6,3,1,0,0,66,0,50,32,0,0,1,0,1,0.18
1058163,1,0,0,11,2,5,0,0,0,78,0,50,46,,0,1,0,0,0.14
1058164,1,0,0,13,14,2,0,0,1,58,1,50,18,0,0,1,0,0,0.72
1058756,1,0,0,12,10,4,1,0,0,56,2,50,17,0,0,1,,0,0.41
1058757,1,0,0,10,6,8,1,0,0,56,0,50,25798,0,0,1,0,0,0.4
1058758,1,0,0,11,9,5,1,1,0,54,1,,,1,0,1,,0,0.65
1058759,1,0,0,15,13,5,0,0,0,41,2,50,11,0,0,0,,0,1.3
1058760,1,0,0,10,8,2,0,0,1,58,2,10,23,0,0,1,0,0,0.39
1058761,1,0,0,15,14,2,1,0,1,50,2,0,31,0,0,1,0,0,0.83
1058762,1,0,0,13,3,2,1,0,1,71,0,50,103,,1,1,1,0,0.06
1058831,1,0,0,13,9,1,0,0,1,38,2,50,17,0,0,1,0,0,0.78
1059573,1,0,0,10,7,2,0,0,1,62,0,50,61,0,0,1,,0,0.33
1059577,1,0,0,12,9,5,0,1,0,62,0,10,21,0,0,1,,0,0.39
1059581,0,1,0,12,6,6,0,1,0,46,4,100,29,0,0,1,,0,0.57
1059930,1,0,0,12,4,2,0,0,0,53,0,30,12,0,0,0,,0,0.1
1059931,1,0,0,13,10,2,1,0,1,,0,50,41,,0,1,0,0,0.35
1059934,1,0,0,12,13,2,1,0,1,70,0,20,31,1,0,1,0,0,0.2
1059935,1,0,0,13,11,6,0,1,0,52,1,20,40,0,0,1,0,0,0.72
1060266,1,0,0,10,11,5,1,1,0,49,1,20,90,0,0,1,,0,0.54
1060269,1,0,0,10,7,6,1,1,0,54,0,0,24,0,0,1,,0,0.2
1060270,1,0,0,12,8,6,1,0,0,76,0,0,91,0,0,0,,0,0.41
1060576,1,0,0,12,14,6,0,1,0,62,0,0,31,0,0,1,0,0,0.47
1061039,0,1,0,13,14,3,1,0,1,47,1,,,,,,,0,0.69
1061041,1,0,0,12,6,5,0,0,0,71,0,10,22954,0,0,1,1,0,0.07
1061042,1,0,0,9,5,4,0,0,1,61,1,,,0,0,1,0,0,0.19
1061044,1,0,0,10,10,4,0,0,0,62,0,50,2210,0,0,1,0,0,0.47
1062343,1,0,0,12,13,2,1,0,1,62,0,20,18561,,0,1,0,0,0.33
